"uniqueid","parentid","lctype","title","description","startdate","enddate"
"FINA2001.200810","FINA2001","S","(2008 - 2009, Semester 1)","","",""
"FINA2002","","C","FINA2002 - Qualitative Methods for Banking","","",""
"FINA2002.200620","FINA2002","S","(2006 - 2007, Semester 2)","","",""
"FINA2002.200720","FINA2002","S","(2007 - 2008, Semester 2)","","",""
"FINA2003","","C","FINA2003 - Information Technology for Banking and Finance","","",""
"FINA2003.200610","FINA2003","S","(2006 - 2007, Semester 1)","","",""
"FINA2003.200710","FINA2003","S","(2007 - 2008, Semester 1)","","",""
"FINA2003.200810","FINA2003","S","(2008 - 2009, Semester 1)","","",""
"FINA2004","","C","FINA2004 - Portfolio Management","","",""
"FINA2004.200620","FINA2004","S","(2006 - 2007, Semester 2)","","",""
"FINA2004.200710","FINA2004","S","(2007 - 2008, Semester 1)","","",""
"FINA2004.200720","FINA2004","S","(2007 - 2008, Semester 2)","","",""
"FINA2004.200820","FINA2004","S","(2008 - 2009, Semester 2)","","",""
"FINA2005","","C","FINA2005 - Risk Analysis and Management","","",""
"FINA2005.200610","FINA2005","S","(2006 - 2007, Semester 1)","","",""
"FINA2005.200710","FINA2005","S","(2007 - 2008, Semester 1)","","",""
"FINA2005.200810","FINA2005","S","(2008 - 2009, Semester 1)","","",""
"FINA3001","","C","FINA3001 - Caribbean Business Environments","","",""
"FINA3001.200810","FINA3001","S","(2008 - 2009, Semester 1)","","",""
"FINA3005","","C","FINA3005 - Bank Financial Management","","",""
"FINA3005.200710","FINA3005","S","(2007 - 2008, Semester 1)","","",""
"FINA3005.200810","FINA3005","S","(2008- 2009, Semester 1)","","",""
"FINA3008","","C","FINA3008 - Advanced Portfolio Management","","",""
"FINA3008.200710","FINA3008","S","(2007 - 2008, Semester 1)","","",""
"FINA3008.200810","FINA3008","S","(2008 - 2009, Semester 1)","","",""
"FINA3010","","C","FINA3010 - Supervised Research","","",""
"FINA3010.200710","FINA3010","S","(2007 - 2008, Semester 1)","","",""
"FINA6000","","C","FINA6000 - Financial Analysis","","",""
"FINA6000.200710","FINA6000","S","(2007 - 2008, Semester 1)","","",""
"FINA6010","","C","FINA6010 - Corporate Finance and Capital Markets","","",""
"FINA6010.200710","FINA6010","S","(2007 - 2008, Semester 1)","","",""
"FINA6010.200810","FINA6010","S","(2008 - 2009, Semester 1)","","",""
"FINA6020","","C","FINA6020 - Caribbean Business Environment","","",""
"FINA6020.200610","FINA6020","S","(2006 - 2007, Semester 1)","","",""
"FINA6020.200710","FINA6020","S","(2007 - 2008, Semester 1)","","",""
"FINA6030","","C","FINA6030 - QUANTITATIVE METHODS FOR BANKING AND FINANCE","","",""
"FINA6030.200810","FINA6030","S","(2008 - 2009, Semester 1)","","",""
"FINA6050","","C","FINA6050 - Treasury, Foreign Exchange and Trade Finance","","",""
"FINA6050.200615","FINA6050","S","(2006 - 2007, Year)","","",""
"FINA6050.epack","FINA6050","S","epack","","",""
"FINA6080","","C","FINA6080 - Risk Management of Financial Institutions","","",""
"FINA6080.200720","FINA6080","S","(2007 - 2008, Semester 2)","","",""
"FINA6090","","C","FINA6090 - Derivatives","","",""
"FINA6090.200615","FINA6090","S","(2006 - 2007, Year)","","",""
"FINA6090.200720","FINA6090","S","(2007 - 2008, Semester 2)","","",""
"FINA6090.200820","FINA6090","S","(2008 - 2009, Semester 2)","","",""
"FOUN0100","","C","FOUN0100 - Fundamentals of Written English","","",""
"FOUN0100.200420","FOUN0100","S","(2004 - 2005, Semester 2)","","",""
"FOUN0100.200620","FOUN0100","S","(2006 - 2007, Semester 2)","","",""
"FOUN0100.200720","FOUN0100","S","(2007 - 2008, Semester 2)","","",""
"FOUN0100.200720.Morris","FOUN0100","S","(2007 - 2008, Semester 2) - Morris","","",""
"FOUN0100.200810","FOUN0100","S","(2008 - 2009, Semester 1)","","",""
"FOUN0100.200820","FOUN0100","S","(2008 - 2009, Semester 2)","","",""
"FOUN1001","","C","FOUN1001 - English for Academic Purposes","","",""
"FOUN1001.200410","FOUN1001","S","(2004 - 2005, Semester 1)","","",""
"FOUN1001.200420","FOUN1001","S","(2004 - 2005, Semester 2)","","",""
"FOUN1001.200430","FOUN1001","S","(2004 - 2005, Summer)","","",""
"FOUN1001.200510","FOUN1001","S","(2005 - 2006, Semester 1)","","",""
"FOUN1001.200520","FOUN1001","S","(2005 - 2006, Semester 2)","","",""
"FOUN1001.200530","FOUN1001","S","(2005 - 2006, Summer)","","",""
"FOUN1001.200610.Barron","FOUN1001","S","(2006 - 2007, Semester 1) - Barron","","",""
"FOUN1001.200610.Stewart","FOUN1001","S","(2006 - 2007, Semester 1) - Stewart","","",""
"FOUN1001.200620.Stewart","FOUN1001","S","(2006 - 2007, Semester 2) - Stewart","","",""
"FOUN1001.200630.Quintyne","FOUN1001","S","(2006 - 2007, Summer) - Quintyne","","",""
"FOUN1001.200710.Quintyne","FOUN1001","S","(2007 - 2008, Semester 1) - Quintyne","","",""
"FOUN1001.200710.Stewart","FOUN1001","S","(2007 - 2008, Semester 1) - Stewart","","",""
"FOUN1001.200720.Asgill","FOUN1001","S","(2007 - 2008, Semester 2) - Asgill","","",""
"FOUN1001.200720.Edwards","FOUN1001","S","(2007 - 2008, Semester 2) - Edwards","","",""
"FOUN1001.200720.Evans","FOUN1001","S","(2007 - 2008, Semester 2) - Evans","","",""
"FOUN1001.200720.Quintyne","FOUN1001","S","(2007 - 2008, Semester 2) - Quintyne","","",""
"FOUN1001.200720.Stewart","FOUN1001","S","(2007 - 2008, Semester 2) - Stewart","","",""
"FOUN1001.200720.Walkes","FOUN1001","S","(2007 - 2008, Semester 2) - Walkes","","",""
"FOUN1001.200730.Stewart","FOUN1001","S","(2007 - 2008, Summer) - Stewart","","",""
"FOUN1001.200810","FOUN1001","S","(2008 - 2009, Semester 1) - Walkes","","",""
"FOUN1001.200810.Asgill","FOUN1001","S","(2008 - 2009, Semester 1) - Asgill","","",""
"FOUN1001.200810.Evans","FOUN1001","S","(2008 - 2009, Semester 1) - Evans","","",""
"FOUN1001.200810.Quintyne","FOUN1001","S","(2008 - 2009, Semester 1) - Quintyne","","",""
"FOUN1001.200820","FOUN1001","S","(2008 - 2009, Semester 2)","","",""
"FOUN1001.200820.Asgill","FOUN1001","S","(2008 - 2009, Semester 2) - Asgill","","",""
"FOUN1001.200820.Edwards","FOUN1001","S","(2008 - 2009, Semester 2) - Edwards","","",""
"FOUN1001.200820.Evans","FOUN1001","S","(2008 - 2009, Semester 2) - Evans","","",""
"FOUN1001.200820.Quintyne","FOUN1001","S","(2008 - 2009, Semester 2) - Quintyne","","",""
"FOUN1001.200820.Stewart","FOUN1001","S","(2008 - 2009, Semester 2) - Stewart","","",""
"FOUN1001.200820.WALKES","FOUN1001","S","(2008 - 2009, Semester 2) - Walkes","","",""
"FOUN1001.Training.Evans","FOUN1001","S","(Workshop - Zoanne Evans)","","",""
"FOUN1001_Workshop","","C","Workshop Version English for Academic Purposes","","",""
"FOUN1001_Workshop.S2_06_07","FOUN1001_Workshop","C","Workshop Version English for Academic Purposes - S2_06_07","","",""
"FOUN1002","","C","FOUN1002 - Language Argument","","",""
"FOUN1002.200420","FOUN1002","S","(2004 - 2005, Semester 2)","","",""
"FOUN1002.200510","FOUN1002","S","(2005 - 2006, Semester 1)","","",""
"FOUN1002.200520","FOUN1002","S","(2005 - 2006, Semester 2)","","",""
"FOUN1002.200610.Stewart","FOUN1002","S","(2006 - 2007, Semester 1) - Stewart","","",""
"FOUN1002.200620.Stewart","FOUN1002","S","(2006 - 2007, Semester 2) - Stewart","","",""
"FOUN1002.200710.Stewart","FOUN1002","S","(2007 - 2008, Semester 1) - Stewart","","",""
"FOUN1002.200720","FOUN1002","S","(2007 - 2008, Semester 2) - Stewart","","",""
"FOUN1002.200810.Owen","FOUN1002","S","(2008 - 2009, Semester 1) - Owen","","",""
"FOUN1002.200810.stewart","FOUN1002","S","(2008 - 2009, Semester 1) - Joyce Stewart","","",""
"FOUN1002.200820","FOUN1002","S","(2008 - 2009, Semester 2)","","",""
"FOUN1002.Training.SOwen","FOUN1002","S","(Workshop - Susan Owen)","","",""
"FOUN1003","","C","FOUN1003 - Rhetoric I: The Writing Process","","",""
"FOUN1003.200420","FOUN1003","S","(2004 - 2005, Semester 2)","","",""
"FOUN1003.200510","FOUN1003","S","(2005 - 2006, Semester 1)","","",""
"FOUN1003.200520.Asgill","FOUN1003","S","(2005 - 2006, Semester 2) - Asgill","","",""
"FOUN1003.200520.Barron","FOUN1003","S","(2005 - 2006, Semester 2) - Barron","","",""
"FOUN1003.200520.Belgrave","FOUN1003","S","(2005 - 2006, Semester 2) - Belgrave","","",""
"FOUN1003.200520.Brito","FOUN1003","S","(2005 - 2006, Semester 2) - Brito","","",""
"FOUN1003.200520.Lewis","FOUN1003","S","(2005 - 2006, Semester 2) - Lewis","","",""
"FOUN1003.200530","FOUN1003","S","(2005 - 2006, Summer)","","",""
"FOUN1003.200610.Asgill","FOUN1003","S","(2006 - 2007, Semester 1) - Asgill","","",""
"FOUN1003.200610.Barron","FOUN1003","S","(2006 - 2007, Semester 1) - Barron","","",""
"FOUN1003.200610.Brito","FOUN1003","S","(2006 - 2007, Semester 1) - Brito","","",""
"FOUN1003.200620","FOUN1003","S","(2006 - 2007, Semester 2)","","",""
"FOUN1003.200710","FOUN1003","S","(2007 - 2008, Semester 1)","","",""
"FOUN1003.200720.Stewart","FOUN1003","S","(2007 - 2008, Semester 2) - Stewart","","",""
"FOUN1003.200810.Asgill","FOUN1003","S","(2008 - 2009, Semester 1) - Asgill","","",""
"FOUN1003.200810.Lewis","FOUN1003","S","(2008 - 2009, Semester 1) - Lewis","","",""
"FOUN1008","","C","FOUN1008 - Writing for Special Purposes","","",""
"FOUN1008.200410","FOUN1008","S","(2004 - 2005, Semester 1)","","",""
"FOUN1008.200420","FOUN1008","S","(2004 - 2005, Semester 2)","","",""
"FOUN1008.200430","FOUN1008","S","(2004 - 2005, Summer)","","",""
"FOUN1008.200510","FOUN1008","S","(2005 - 2006, Semester 1)","","",""
"FOUN1008.200520.Belgrave","FOUN1008","S","(2005 - 2006, Semester 2) - Belgrave","","",""
"FOUN1008.200520.Brito","FOUN1008","S","(2005 - 2006, Semester 2) - Brito","","",""
"FOUN1008.200520.Evans","FOUN1008","S","(2005 - 2006, Semester 2) - Evans","","",""
"FOUN1008.200520.Lewis","FOUN1008","S","(2005 - 2006, Semester 2) - Lewis","","",""
"FOUN1008.200520.Quintyne","FOUN1008","S","(2005 - 2006, Semester 2) - Quintyne","","",""
"FOUN1008.200520.Stewart","FOUN1008","S","(2005 - 2006, Semester 2) - Stewart","","",""
"FOUN1008.200530.Stewart","FOUN1008","S","(2005 - 2006, Summer) - Stewart","","",""
"FOUN1008.200610.Hinds","FOUN1008","S","(2006 - 2007, Semester 1) - Hinds","","",""
"FOUN1008.200610.Lewis","FOUN1008","S","(2006 - 2007, Semester 1) - Lewis","","",""
"FOUN1008.200610.Quintyne","FOUN1008","S","(2006 - 2007, Semester 1) - Quintyne","","",""
"FOUN1008.200620.Brito","FOUN1008","S","(2006 - 2007, Semester 1) - Brito","","",""
"FOUN1008.200620.Evans","FOUN1008","S","(2006 - 2007, Semester 2) - Evans","","",""
"FOUN1008.200620.Quintyne","FOUN1008","S","(2006 - 2007, Semester 2)- Quintyne","","",""
"FOUN1008.200710","FOUN1008","S","(2007 - 2008, Semester 1)","","",""
"FOUN1008.200710.Evans","FOUN1008","S","(2007 - 2008, Semester 1) - Evans","","",""
"FOUN1008.200710.Quintyne","FOUN1008","S","(2007 - 2008, Semester 1) - Quintyne","","",""
"FOUN1008.200720.Evans","FOUN1008","S","(2007 - 2008, Semester 2) - Evans","","",""
"FOUN1008.200720.Quintyne","FOUN1008","S","(2007 - 2008, Semester 2) - Quintyne","","",""
"FOUN1008.200720.Walkes","FOUN1008","S","(2007 - 2008, Semester 2) - Walkes","","",""
"FOUN1008.200810","FOUN1008","S","(2008 - 2009, Semester 1) - Walkes","","",""
"FOUN1008.200810.Evans","FOUN1008","S","(2008 - 2009, Semester 1) - Evans","","",""
"FOUN1008.200810.Lewis","FOUN1008","S","(2008 - 2009, Semester 1) - Lewis","","",""
"FOUN1008.200810.Owen","FOUN1008","S","(2008 - 2009, Semester 1) - Owen","","",""
"FOUN1008.200810.Quintyne","FOUN1008","S","(2008 - 2009, Semester 1) - Quintyne","","",""
"FOUN1008.200820.Evans","FOUN1008","S","(2008 - 2009, Semester 2) - Evans","","",""
"FOUN1008.200820.Quintyne","FOUN1008","S","(2008 - 2009, Semester 2) - Quintyne","","",""
"FOUN1008.200820.Stewart","FOUN1008","S","(2008 - 2009, Semester 2) - Stewart","","",""
"FOUN1008.200820.WALKES","FOUN1008","S","(2008 - 2009, Semester 2) - Walkes","","",""
"FOUN1008.TrainingZoanneEvans","FOUN1008","S","(Workshop - Zoanne Evans)","","",""
"FOUN1008.TraininSSawyer","FOUN1008","S","(Workshop - Samuel Sawyer)","","",""
"FOUN1101","","C","FOUN1101 - Caribbean Civilisations","","",""
"FOUN1101.200610","FOUN1101","S","(2006 - 2007, Semester 1)","","",""
"FOUN1101.200620","FOUN1101","S","(2006 - 2007, Semester 2)","","",""
"FOUN1101.200710.Inniss","FOUN1101","S","(2007 - 2008, Semester 1) - Inniss","","",""
"FOUN1101.200720.Inniss","FOUN1101","S","(2007 - 2008, Semester 2) - Inniss","","",""
"FOUN1101.200730.Inniss","FOUN1101","S","(2007 - 2008, Summer) - Inniss","","",""
"FOUN1101.200810","FOUN1101","S","(2008 - 2009, Semester 1) - Inniss","","",""
"FOUN1101.200820","FOUN1101","S","(2008 - 2009, Semester 2)","","",""
"FOUN1210","","C","FOUN1210 - Science, Medicine and Technology in Society","","",""
"FOUN1210.2000420","FOUN1210","S","(2004 - 2005, Semester 2)","","",""
"FOUN1210.200410","FOUN1210","S","(2004 - 2005, Semester 1)","","",""
"FOUN1210.200510","FOUN1210","S","(2005 - 2006, Semester 1)","","",""
"FOUN1210.200520","FOUN1210","S","(2005 - 2006, Semester 2)","","",""
"FOUN1210.200530","FOUN1210","S","(2005 - 2006, Summer)","","",""
"FOUN1210.200610","FOUN1210","S","(2006 - 2007, Semester 1)","","",""
"FOUN1210.200620","FOUN1210","S","(2007 - 2006, Semester 2)","","",""
"FOUN1210.200710","FOUN1210","S","(2007 - 2008, Semester 1)","","",""
"FOUN1210.200720","FOUN1210","S","(2007 - 2008, Semester 2) - Newlands","","",""
"FOUN1210.200720.murray","FOUN1210","S","(2007 - 2008, Semester 2) - Murray","","",""
"FOUN1210.200810.Newlands","FOUN1210","S","(2008 - 2009, Semester 1) - Newlands","","",""
"FOUN1210_Sem2.200420","FOUN1210","S","(2004 - 2005, Semester 2) - 1","","",""
"FOUN1301","","C","FOUN1301 - Law, Governance, Economy and Society","","",""
"FOUN1301.200420","FOUN1301","S","(2004 - 2005, Semester 2)","","",""
"FOUND1210.200810","FOUN1210","S","(2008 - 2009, Semester 2) - Murray","","",""
"FREN0101","","C","FREN0101 - Beginners French","","",""
"FREN0101.200510","FREN0101","S","(2005 - 2006, Semester 1)","","",""
"FREN0101.Training.TInniss","FREN0101","S","(Workshop - Terrence Inniss)","","",""
"FREN1001.200410","FREN1401","S","(2004 - 2005, Semester 1)","","",""
"FREN1303","","C","FREN1303 - Introduction to French Literature","","",""
"FREN1303.200410","FREN1303","S","(2004 - 2005, Semester 1)","","",""
"FREN1303.200420","FREN1303","S","(2004 - 2005, Semester 2)","","",""
"FREN1304","","C","FREN1304 - Caribbean & African Literature in French","","",""
"FREN1304.200420","FREN1304","S","(2004 - 2005, Semester 2)","","",""
"FREN1401","","C","FREN1401 - French Language 1A","","",""
"FREN1401.200510","FREN1401","S","(2005 - 2006, Semester 1)","","",""
"FREN1402","","C","FREN1402 - French Language IB","","",""
"FREN1402.200420","FREN1402","S","(2004 - 2005, Semester 2)","","",""
"FREN1402.200520","FREN1402","S","(2005 - 2006, Semester 2)","","",""
"FREN1402.200720","FREN1402","S","(2007 - 2008, Semester 2)","","",""
"FREN2001","","C","FREN2001 - Advanced French I","","",""
"FREN2001.200510","FREN2001","S","(2005 - 2006, Semester 1)","","",""
"FREN2001.200610","FREN2001","S","(2006 - 2007, Semester 1)","","",""
"FREN2001.200710","FREN2001","S","(2007 - 2008, Semester 1)","","",""
"FREN2004","","C","FREN2004 - Advanced French II","","",""
"FREN2004.200520","FREN2004","S","(2005 - 2006, Semester 2)","","",""
"FREN2004.200620","FREN2004","S","(2006 - 2007, Semester 2)","","",""
"FREN2214","","C","FREN2214 - Francophone Culture","","",""
"FREN2214.200510","FREN2214","S","(2005 - 2006, Semester 1)","","",""
"FREN2214.Training.BFarquhar","FREN2214","S","(Workshop - Bernadette Farquhar)","","",""
"FREN2301","","C","FREN2301 - African Literature in French I","","",""
"FREN2301.200410","FREN2301","S","(2004 - 2005, Semester 1)","","",""
"FREN2301.200510","FREN2301","S","(2005 - 2006, Semester 1)","","",""
"FREN2301.200810","FREN2301","S","(2008 - 2009, Semester 1)","","",""
"FREN2301.Training.KMabana","FREN2301","S","(Workshop - Kahuidi Mabana)","","",""
"FREN2302.200420","FREN2301","S","(2004 - 2005, Semester 2)","","",""
"FREN2514","","C","FREN2514 - The French Novel","","",""
"FREN2514.200410","FREN2514","S","(2004 - 2005, Semester 1)","","",""
"FREN2514.200510","FREN2514","S","(2005 - 2006, Semester 1)","","",""
"FREN3003","","C","FREN3003 - International Business French","","",""
"FREN3003.200510","FREN3003","S","(2005 - 2006, Semester 1)","","",""
"FREN3003.200610","FREN3003","S","(2006 - 2007, Semester 1)","","",""
"FREN3003.200710","FREN3003","S","(2007 - 2008, Semester 1)","","",""
"FREN3014","","C","FREN3014 - French for Tourism","","",""
"FREN3014.200420","FREN3014","S","(2004 - 2005, Semester 2)","","",""
"FREN3014.200720","FREN3014","S","(2007 - 2008, Semester 2)","","",""
"FREN3101","","C","FREN3101 - French Translation","","",""
"FREN3101.200420","FREN3101","S","(2004 - 2005, Semester 2)","","",""
"FREN3101.200620","FREN3101","S","(2006 - 2007, Semester 2)","","",""
"FREN3501","","C","FREN3501 - French Caribbean Novel","","",""
"FREN3501.200420","FREN3501","S","(2004 - 2005, Semester 2)","","",""
"FREN3502","","C","FREN3502 - French Caribbean Poetry and Drama","","",""
"FREN3502.200810","FREN3502","S","(2008 - 2009, Semester 1)","","",""
"FREN6003","","C","FREN6003 - Advanced Translation","","",""
"FREN6003.200710","FREN6003","S","(2006 - 2007, Semester 1)","","",""
"FREN6104","","C","FREN6104 - French Caribbean Novel; From Antillanité to Créolité","","",""
"FREN6104.200810","FREN6104","S","(2008 - 2009, Semester 1)","","",""
"GEND2202","","C","GEND2202 - Women?s Studies II: Women and Development In the Caribbean","","",""
"GEND2202.200720","GEND2202","S","(2007 - 2008, Semester 2)","","",""
"GEND2501","","C","GEND2501 - Women Leaders in Developing Countries","","",""
"GEND2501.200720","GEND2501","S","(2007 - 2008, Semester 2)","","",""
"GEND3702","","C","GEND3702 - Men and Masculinities","","",""
"GEND3702.200710","GEND3702","S","(2007 - 2008, Semester 1)","","",""
"GOV3017.200810","GOVT3017","S","(2008 - 2009, Semester 1)","","",""
"GOVT1000","","C","GOVT1000 - Introduction to Political Analysis","","",""
"GOVT1000.200610","GOVT1000","S","(2006 - 2007, Semester 1)","","",""
"GOVT1000.200710","GOVT1000","S","(2007 - 2008, Semester 1)","","",""
"GOVT1000.200810","GOVT1000","S","(2008 - 2009, Semester 1)","","",""
"GOVT1001","","C","GOVT1001 - Introduction to Caribbean Politics","","",""
"GOVT1001.200620","GOVT1001","S","(2006 - 2007, Semester 2)","","",""
"GOVT2000","","C","GOVT2000 - Women and Politics","","",""
"GOVT2000.200510","GOVT2000","S","(2005 - 2006, Semester 1)","","",""
"GOVT2000.200710","GOVT2000","S","(2007 - 2008, Semester 1)","","",""
"GOVT2000.200810","GOVT2000","S","(2008 - 2009, Semester 1)","","",""
"GOVT2010","","C","GOVT2010 - The Politics of Developing Nations","","",""
"GOVT2010.200510","GOVT2010","S","(2005 - 2006, Semester 1)","","",""
"GOVT2010.200610","GOVT2010","S","(2006 - 2007, Semester 1)","","",""
"GOVT2010.200710","GOVT2010","S","(2007 - 2008, Semester 1)","","",""
"GOVT2010.200810","GOVT2010","S","(2008 - 2009, Semester 1)","","",""
"GOVT2015","","C","GOVT2015 - Modern Political Thought","","",""
"GOVT2015.200420","GOVT2015","S","(2004 - 2005, Semester 2)","","",""
"GOVT2015.200620","GOVT2015","S","(2006 - 2007, Semester 2)","","",""
"GOVT2021","","C","GOVT2021 - Socialist Political Economy","","",""
"GOVT2021.200710","GOVT2021","S","(2007 - 2008, Semester 1)","","",""
"GOVT2021.200810","GOVT2021","S","(2008 - 2009, Semester 1)","","",""
"GOVT2024","","C","GOVT2024 - Contemporary Political Democracy","","",""
"GOVT2024.200420","GOVT2024","S","(2004 - 2005, Semester 2)","","",""
"GOVT2024.200520","GOVT2024","S","(2005 - 2006, Semester 2)","","",""
"GOVT2024.200620","GOVT2024","S","(2006 - 2007, Semester 2)","","",""
"GOVT2024.200820","GOVT2024","S","(2008 - 2009, Semester 2)","","",""
"GOVT2057","","C","GOVT2057 - E-Governance for Small Island Developing States","","",""
"GOVT2057.200510","GOVT2057","S","(2005 - 2006, Semester 1)","","",""
"GOVT2057.200610","GOVT2057","S","(2006 - 2007, Semester 1)","","",""
"GOVT2057.200710","GOVT2057","S","(2007 - 2008, Semester 1)","","",""
"GOVT2057.200810","GOVT2057","S","(2008 - 2009, Semester 1)","","",""
"GOVT3000","","C","GOVT3000 - African Political Philosophy in Antiquity","","",""
"GOVT3000.200620","GOVT3000","S","(2006 - 2007, Semester 2)","","",""
"GOVT3014","","C","GOVT3014 - Theories of International Politics","","",""
"GOVT3014.200510","GOVT3014","S","(2005 - 2006, Semester 1)","","",""
"GOVT3014.200610","GOVT3014","S","(2006 - 2007, Semester 1)","","",""
"GOVT3014.200710","GOVT3014","S","(2007 - 2008, Semester 1)","","",""
"GOVT3014.200810","GOVT3014","S","(2008 - 2009, Semester 1)","","",""
"GOVT3015","","C","GOVT3015 - International Politics and Political Economy","","",""
"GOVT3015.200420","GOVT3015","S","(2004 - 2005, Semester 2)","","",""
"GOVT3015.200520","GOVT3015","S","(2005 - 2006, Semester 2)","","",""
"GOVT3015.200620","GOVT3015","S","(2006 - 2007, Semester 2)","","",""
"GOVT3015.200720","GOVT3015","S","(2007 - 2008, Semester 2)","","",""
"GOVT3015.200820","GOVT3015","S","(2008 - 2009, Semester 2)","","",""
"GOVT3017","","C","GOVT3017 - Caribbean Governance I","","",""
"GOVT3017.200410","GOVT3017","S","(2004 - 2005, Semester 1)","","",""
"GOVT3017.200510","GOVT3017","S","(2005 - 2006, Semester 1)","","",""
"GOVT3017.200610","GOVT3017","S","(2006 - 2007, Semester 1)","","",""
"GOVT3017.200710","GOVT3017","S","(2007 - 2008, Semester 1)","","",""
"GOVT3018","","C","GOVT3018 - Caribbean Governance II","","",""
"GOVT3018.200420","GOVT3018","S","(2004 - 2005, Semester 2)","","",""
"GOVT3018.200520","GOVT3018","S","(2005 - 2006, Semester 2)","","",""
"GOVT3018.200620","GOVT3018","S","(2006 - 2007, Semester 2)","","",""
"GOVT3018.200820","GOVT3018","S","(2008 - 2009, Semester 2)","","",""
"GOVT3025","","C","GOVT3025 - Trade and the Environment","","",""
"GOVT3025.200420","GOVT3025","S","(2004 - 2005, Semester 2)","","",""
"GOVT3025.200520","GOVT3025","S","(2005 - 2006, Semester 2)","","",""
"GOVT3025.200620","GOVT3025","S","(2006 - 2007, Semester 2)","","",""
"GOVT3025.200720","GOVT3025","S","(2007 - 2008, Semester 2)","","",""
"GOVT3025.200820","GOVT3025","S","(2008 - 2009, Semester 2)","","",""
"GOVT3049","","C","GOVT3049 - Caribbean International Politics","","",""
"GOVT3049.200420","GOVT3049","S","(2004 - 2005, Semester 2)","","",""
"GOVT3049.200520","GOVT3049","S","(2005 - 2006, Semester 2)","","",""
"GOVT3049.200620","GOVT3049","S","(2006 - 2007, Semester 2)","","",""
"GOVT3049.200720","GOVT3049","S","(2007 - 2008, Semester 2)","","",""
"GOVT3049.200820","GOVT3049","S","(2008 - 2009, Semester 2)","","",""
"GOVT3057","","C","GOVT3057 - E-Governance In Small Island Developing States II","","",""
"GOVT3057.200520","GOVT3057","S","(2005 - 2006, Semester 2)","","",""
"GOVT3058","","C","GOVT3058 - E-Governance in Developing States","","",""
"GOVT3058.200620","GOVT3058","S","(2006 - 2007, Semester 2)","","",""
"HIST1004","","C","HIST1004 - History of the Caribbean","","",""
"HIST1004.200710","HIST1004","S","(2007 - 2008, Semester 1)","","",""
"HIST1004.200810","HIST1004","S","(2008 - 2009, Semester 1)","","",""
"HIST1601","","C","HIST1601  - The Atlantic World, 1400-1600","","",""
"HIST1601.200810","HIST1601","S","(2008 - 2009, Semester 1)","","",""
"HIST1802","","C","HIST1802 - A Survey of World Prehistory","","",""
"HIST1802.200820","HIST1802","S","(2008 - 2009, Semester 2)","","",""
"HIST2101","","C","HIST2101 - Latin American History - 1810-1910","","",""
"HIST2101.200710","HIST2101","S","(2007 - 2008, Semester 1)","","",""
"HIST2101.200810","HIST2101","S","(2008 - 2009, Semester 1)","","",""
"HIST2102","","C","HIST2102 - Latin American: 1910 to Present","","",""
"HIST2102.200720","HIST2102","S","(2007 - 2008, Semester 2)","","",""
"HIST2102.200820","HIST2102","S","(2008 - 2009, Semester 2)","","",""
"HIST2402","","C","HIST2402 - Twentieth Century Europe","","",""
"HIST2402.200510","HIST2402","S","(2005 - 2006, Semester 1)","","",""
"HIST2402.200610","HIST2402","S","(2006 - 2007, Semester 1)","","",""
"HIST2402.200710","HIST2402","S","(2007 - 2008, Semester 1)","","",""
"HIST2602","","C","HIST2602 - Imperialism Since 1918","","",""
"HIST2602.200520","HIST2602","S","(2005 - 2006, Semester 2)","","",""
"HIST2602.200620","HIST2602","S","(2006 - 2007, Semester 2)","","",""
"HIST2803","","C","HIST2803 - Introduction to Caribbean Archaeology","","",""
"HIST2803.200820","HIST2803","S","(2008 - 2009, Semester 2)","","",""
"HIST3003","","C","HIST3003 - Gender in Caribbean History","","",""
"HIST3003.200810","HIST3003","S","(2008 - 2009, Semester 1)","","",""
"HIST3017","","C","HIST3017 - Spanish Speaking Caribbean:1810-1979- nationalism and underdevelopment","","",""
"HIST3017.200820","HIST3017","S","(2008 - 2009, Semester 2)","","",""
"HIST3020","","C","HIST3020 - British Caribbean, 1830-1870","","",""
"HIST3020.200710","HIST3020","S","(2007 - 2008, Semester 1)","","",""
"HIST3020.200810","HIST3020","S","(2008 - 2009, Semester 1)","","",""
"HIST3030","","C","HIST3030 - Evolution of Social Policy in Barbados","","",""
"HIST3030.200920","HIST3030","S","(2008 - 2009, Semester)","","",""
"HIST3103","","C","HIST3103 - Brazil in the Twentieth Century","","",""
"HIST3103.200720","HIST3103","S","(2007 - 2008, Semester 2)","","",""
"HIST3103.200810","HIST3103","S","(2008 - 2009, Semester 1)","","",""
"HIST3301","","C","HIST3301 - Rise and Fall of Apartheid","","",""
"HIST3301.200520","HIST3301","S","(2005 - 2006, Semester 2)","","",""
"HIST3301.200610","HIST3301","S","(2006 - 2007, Semester 1)","","",""
"HIST3301.200710","HIST3301","S","(2007 - 2008, Semester 1)","","",""
"HIST3302","","C","HIST3302 - South Africa; Cultural History","","",""
"HIST3302.200510","HIST3302","S","(2005 - 2006, Semester 1)","","",""
"HIST3302.200620","HIST3302","S","(2006 - 2007, Semester 2)","","",""
"HIST3302.200720","HIST3302","S","(2007 - 2008, Semester 2)","","",""
"HUMN1001","","C","HUMN1001 - Critical Foundations in the Arts","","",""
